Feature_ID,b_numbers,background_2,background_3,background_4,pex_1,TPII_1,LL37_2,PLEU_1,NT_6,pex_2,LL37_3,Ind_3,PXB_1,CAP18_1,HBD3_1,PR39_1,Ind_1,PGLA_1,NT_4,PGLA_2,NT_2,NT_3,PROA_3,Bac5_2,background_1,R8_1,R8_2,PROA_2,PROA_1,NT_1,AP_2,TPII_2,CAP18_2,background_5,Bac5_3,PR39_2,CP1_1,CP1_2,PXB_3
ygfB,b2909,12.68673857,11.53323247,14.14422306,149.3905743,238.6119935,120.0978563,147.2254218,311.8518134,640.9244728,420.1853487,13.83694503,323.2925021,14.80965521,34.32381016,85.46834965,19.05834512,78.43141005,310.8654356,97.87014009,335.5554623,316.2191394,38.54012748,222.9596831,12.14296653,106.922258,28.95442993,32.43604557,49.2842364,370.9302094,230.8494462,130.9523915,50.87221917,15.22769979,200.861686,121.3073343,970.7838996,1246.657297,496.001722
thiQ,b0066,12.68298343,9.553278398,7.950163388,16.4992165,16.0185762,15.6616056,13.81318283,17.30976947,39.00837874,20.75700681,24.64223321,11.91742916,12.56642575,7.731321294,12.38924253,9.970437611,28.96109929,10.82191753,17.39183653,12.75613071,11.27168941,27.5951462,5.05574368,7.823151063,10.01883547,11.99185617,19.44367652,17.91531525,13.02831958,46.39270802,42.59803864,38.92821643,8.27761095,10.01355051,13.35076067,6.81684666,11.9676691,20.9855897
citC,b0618,12.67682415,10.31842637,11.87605293,71.51374284,116.8164513,146.6400192,148.4847278,133.5896264,132.1926655,141.411834,123.3134429,176.5262988,120.2710181,87.57595379,85.44759651,170.9245897,100.0574457,150.0046529,77.02439601,141.1419171,127.3649205,125.1790817,86.7640091,12.90930735,144.4278992,156.3272638,136.0396381,141.3199138,145.9514212,124.3511997,190.7326216,75.76000954,7.024747131,52.87608543,96.93484306,138.1001925,170.6821606,175.1467753
yfcJ,b2322,12.67560692,11.0703558,14.38844356,15.16206626,22.21076897,17.36709852,27.3763124,22.36706364,18.61449911,23.73361138,11.55191263,13.71547864,8.869432929,11.38534313,12.4419983,10.18044541,45.94221012,9.435364407,49.2276197,8.159857816,7.796490848,7.057462427,4.055340575,12.92056956,237.3592138,13.45760013,9.641328934,10.44742449,12.8736152,33.96280866,45.82409613,32.12106314,9.347792809,8.22016654,7.707038151,28.13533707,29.14155703,39.26091156
ybdR,b0608,12.67508672,14.45398615,13.45560341,75.70730078,51.89052793,73.95828427,65.46043931,108.4227561,290.3870055,139.0606373,55.28579863,64.66321356,55.7034749,88.07897066,106.8406107,104.3744143,110.103096,130.7261743,79.91917695,109.2740517,95.08351669,183.0027349,44.29410415,82.28109402,67.14900079,79.25160983,224.5742498,113.8301285,109.2309105,139.7417327,100.3410778,73.81017608,14.89931794,40.41416019,122.0981252,28.69576296,41.71608214,89.18960312
arpB,b4494,12.66486488,12.30110295,11.545355,201.9278321,147.1386452,162.3980277,302.8751168,234.3161123,202.4887885,148.7733102,141.8894962,183.8851939,115.467973,439.7673998,197.1075257,200.2155705,261.5665145,242.2754274,188.4421728,177.4662232,169.6236706,141.7314048,76.14983044,15.21279368,91.55718064,150.6294349,150.6079273,125.8763438,168.6887392,223.2149582,237.4973556,76.62733199,8.99085472,75.09554775,228.5221227,161.3725615,152.6842873,177.3996576
elyC,b0920,12.66486488,10.89608186,11.24932026,7.639348769,6.482952301,4.6784027,4.244138373,7.159484534,13.21564351,11.62591968,4.108508292,2.512905876,2.145038241,6.481456325,4.305115909,1.737370058,2.805794651,3.708098212,6.787347618,0.601655558,3.367055938,0.969784173,1.59907911,17.02609965,10.77410153,13.04937975,6.019381534,7.106257772,6.486321503,30.72935058,31.48403807,35.24531697,5.651819344,2.761132864,4.407913088,5.404065273,6.128498683,4.179181539
hisG,b2019,12.66486488,6.407933859,5.849646535,18.79444084,18.86230408,16.89423197,35.86296925,29.30085337,33.25226431,19.57583428,15.57809394,23.41190641,63.90426425,24.98713163,16.10264407,19.57436932,23.10104262,19.7765238,20.26148956,23.98600156,21.8858636,33.40906475,11.31792659,14.32195441,13.38382834,21.9536624,27.45682805,26.00363955,33.72887181,55.45743975,39.2238641,101.3003158,8.571926006,16.15262725,23.19401887,17.30867283,26.22486728,37.66835627
rluA,b0058,12.66486488,9.197991184,7.090480649,16.01798936,8.482564212,8.600699913,16.71933298,22.56322399,20.15288746,26.30175595,9.104080875,5.197146244,4.11944844,6.339230011,6.158993573,4.986477699,23.21157393,18.20339122,117.0531801,25.59770918,24.72818354,10.02844997,26.77246085,9.469060767,6.79094884,7.257409059,8.611459707,37.94789504,44.84406821,32.0439752,33.48756777,43.35370158,12.10645394,53.84209084,10.0466071,12.21788671,24.8970259,17.28661455
rpiA,b2914,12.66486488,7.818292507,10.19256593,159.0149489,239.7008468,150.2050806,191.0183793,288.15117299999997,318.4156219,210.0214841,98.32407345,276.5624251,571.6526912,259.9084305,177.8074666,158.9806419,314.1852328,256.5329763,200.5352705,279.0861348,291.6220266,304.5783519,153.3904522,12.42814226,127.7547251,179.1672862,359.0604286,279.3213914,323.8738259,173.4647191,137.2060068,459.8892658,11.27152608,150.9210122,197.583273,167.1629045,338.5995523,251.8906691
yaiL,b0354,12.66486488,7.307292997,9.749410892,66.91959997,138.7917765,84.84658723,75.09767065,151.6750057,134.2406226,104.1165696,104.5957736,162.4314437,189.3890013,151.0849819,48.438848,166.7047937,173.2578197,154.9161031,122.0046683,160.7757351,171.6129622,142.8815348,104.3251056,11.57329649,105.8256194,176.8489471,173.8932443,132.6793889,167.707446,175.4585664,150.6423766,118.4434462,9.694440125,88.73974231,84.58995117,94.68862196,92.9488967,159.9697823
yeiL,b2163,12.66486488,7.358392948,11.52203105,154.9376425,136.2682896,91.84318835,226.1289786,209.179889,184.3989203,137.004669,167.5150881,186.7260401,107.7394207,206.5532445,110.8618843,310.9215507,278.8152154,196.8663051,152.4068056,169.940347,189.5827405,174.4950294,85.04193446,13.61177485,87.85790062,141.0658886,187.5800571,153.0357734,169.0276417,149.965804,188.3675687,88.83258461,9.184206435,75.86840073,152.5595893,82.19305602,120.8637439,190.6466633
yfbR,b2291,12.66486488,9.106011273,13.64917525,148.0062216,156.5169913,46.2901956,194.4876409,198.0392972,154.0688246,122.2050243,180.9284339,269.9175024,313.363274,193.214448,154.055174,244.2494106,127.9676177,194.3043463,90.19630834,186.9343817,206.3524282,445.3491367,95.97139789,9.113970988,73.29980404,159.6629993,243.4047807,191.263612,189.3032931,219.0098892,143.2523732,158.4960325,10.5618374,90.63418625,106.8289222,275.207898,169.2997761,182.5466496
yghB,b3009,12.66486488,11.95738854,9.306255851,13.68809999,9.02982642,9.829371329,4.179833246,7.991141829,12.59555466,10.9917786,7.890203425,2.969797854,15.52715181,5.810960844,3.213387951,5.279799917,4.973908699,6.404896912,6.833053662,4.621808601,4.547711916,1.43263571,4.724551915,17.75448894,16.9773721,14.96840619,10.10910487,9.64249792,8.815500588,46.5705773,49.76624654,57.80493544,6.679422861,11.42104957,2.604675916,6.386622596,4.526731982,6.420742547
ylbE,b4572,12.66486488,9.876890534,15.55263166,126.3132875,142.7572558,109.2493667,105.5308375,182.2069874,185.7904292,199.048399,149.1046134,124.8375741,212.2949454,132.5452497,92.43590975,180.993776,252.5771891,186.6409433,190.476676,195.7242829,172.1092402,207.1181912,259.3554022,11.15996448,90.0407056,127.5878432,253.5834191,161.9524919,201.3693954,243.2697216,152.0229267,199.4836988,13.99498123,139.7330453,118.6988024,103.997488,120.4541825,167.1274598
sbmA,b0377,12.65449234,13.17550089,8.863100811,12.7514215,30.46919316,9.962200671,44.05770178,57.93260213,11.71046163,25.46357978,6.56149973,10.23376287,17.98511793,19.84578765,5.50039379,3.646708651,6.422764986,49.92721917,7.708262651,87.0552722,72.51756839,6.814699592,10.55575563,14.71543227,80.75722945,13.97541609,11.73829995,21.18491261,64.22573871,37.41350618,35.9513678,38.36814078,13.53937067,19.84352242,9.453263941,14.1091075,17.12817507,28.03234792
btuF,b0158,12.64905356,9.473586426,9.858954834,72.47090315,36.52514057,9.870787219,96.77801171,189.7874177,56.0431421,173.3748707,231.0458877,60.56385511,16.4493101,11.31722711,86.05140019,340.5394045,6.375213813,178.8775467,14.93235306,177.8151313,170.028218,107.1847601,42.56225545,17.0673614,30.42573989,19.43463475,65.40278142,112.0006947,182.8559624,282.6910691,95.04170295,38.87410563,11.35126638,61.16891718,70.82377209,110.9676976,52.59147044,91.97329859
gltJ,b0654,12.64777329,13.10806841,12.23610274,8.300820395,18.76644087,9.028496438,10.42419951,21.77153192,11.21871266,19.93014802,4.324745571,7.604846731,6.773804971,8.939939759,5.247232687,4.702655796,2.461223378,12.61053643,9.261487978,16.78302345,18.73399544,4.593714502,21.88213518,11.06960039,10.20704355,14.54420034,6.66967483,12.4671189,19.80034985,31.58558635,41.012102230000004,28.01453766,5.20562308,17.43873388,12.92545943,7.667094896,10.48295827,17.15664
trpC,b1262,12.64626743,11.14294086,10.9519814,79.59599997,55.42536628,67.72577574,102.4887747,86.33083774,135.255172,154.8464217,62.3515906,87.42587735,64.33933534,133.6265005,99.65749417,77.32335463,135.2425982,95.72447367,81.77153665,106.81374,99.99456872,80.25284442,46.39912365,12.04489558,52.65229057,50.77388882,138.4332146,88.0253043,115.8965639,130.6415459,93.53325187,188.0457912,12.34001305,49.80986377,79.69750977,63.780598,60.54254757,81.13503543
yiaC,b3550,12.63614636,17.20712637,15.91740554,112.4528232,48.73239655,62.97985796,205.8070274,146.3283914,97.26852826,159.2152188,72.66749361,63.89105927,44.10461281,170.7710942,359.8848773,34.24087928,145.1569273,106.4501664,165.3999147,158.026674,135.6966081,105.059952,60.80851852,29.22847839,33.03080558,20.36517848,93.57735274,83.32709416,153.7302321,302.4486222,247.8029391,52.79702487,8.746863271,118.4281817,295.1459784,95.58210688,199.1762072,112.3545949
pncB,b0931,12.63328167,12.36338466,18.72081393,112.8049924,112.1409865,54.43228855,60.08119409,15.98931708,92.59774351,161.9593741,36.29523847,88.79769642,39.11618986,122.0156865,17.48264683,39.58752722,51.54452351,26.81667036,38.62901637,22.43079946,26.19754246,209.0719245,18.66256916,9.091242881,50.29705251,56.48924695,189.1850771,163.1413533,39.9531524,51.5686916,119.6746759,70.88884558,8.474205438,30.88199724,14.90242081,44.48407628,58.85880437,41.45831462
ybgS,b0753,12.63162376,7.966764018,9.212041788,124.107886,177.2784819,47.3570597,165.0869572,197.8723678,122.186798,179.5282625,202.918254,211.5688668,133.3892874,192.6310642,100.6608535,189.0196086,154.6132774,148.907881,167.2589308,166.9001992,180.6999311,100.2619385,96.02868773,9.226742283,51.46683668,113.1470074,112.8540492,122.8518404,183.915305,113.2388667,206.2576352,170.0814509,13.74015136,66.41937715,83.79497322,111.5964455,144.2851265,228.4399862
chbB,b1738,12.62541047,5.673527273,6.378119275,74.85041755,91.70477922,74.5240887,112.5820506,187.4996884,104.6255045,196.942148,139.7660765,205.3185011,61.24384884,227.0076292,85.33997596,180.927723,120.4481317,162.8790803,98.34488449,199.5584648,175.9050719,232.7028844,87.42628776,17.03545979,95.99355253,141.7568685,143.1860753,119.5937185,158.3996083,150.2173641,71.7218157,69.03860487,7.72503345,58.70632958,152.2466109,137.5939578,193.5918276,242.7049914
lpoB,b1105,12.62541047,7.56470303,5.466959379,17.36529687,20.53511927,29.05176339,17.61780181,75.38647267,16.57433735,79.90685515,31.19778493,19.08164509,258.3317666,7.603126337,8.258707351,104.3349869,12.49933442,125.451547,15.2709448,95.0278404,123.6010721,256.2677335,13.59964476,9.126139174,22.25305081,7.927193307,209.7752984,65.55270669,54.37598493,38.65242118,45.42381661,138.9511161,5.579190825,8.386618511,9.180700157,7.136616066,6.049744611,30.46506169
glnQ,b0809,12.61231357,8.816331799,9.304417034,68.85741482,52.45542318,24.95579495,133.9281009,108.1349531,123.7186598,102.8483849,92.52667534,129.1122698,100.0869503,149.2524798,124.1798885,104.6953409,33.29698216,96.9336877,36.8834504,92.8197246,88.47752799,184.1382728,60.38016555,10.26469762,20.14742083,15.73442421,110.7387422,128.0589805,85.72171778,148.9889724,154.9707061,69.45198797,7.621748078,67.76805348,253.7358862,46.13392905,101.6542468,146.982335
sdiA,b1916,12.61231357,10.49563309,9.304417034,27.91516817,32.97198029,31.96584971,12.9730924,18.8807061,58.86984553,37.26910114,26.04044156,22.70478235,73.76350382,34.96221254,12.22242997,28.38288014,20.68448892,20.61764151,23.86576202,20.77084746,20.75719132,30.60252545,6.3255411519999996,21.06964247,26.34662724,46.78920882,26.65932682,21.01189481,27.99076499,59.28357017,59.01624149,41.12799288,10.28935991,35.00108256,18.00268001,36.24808711,19.0085177,28.85542772
hycA,b2725,12.61003862,5.912994333,6.330786293,85.29059267,109.843343,86.88462157,200.0348768,132.9618556,112.280373,106.5529559,91.04080875,193.5671815,191.4864494,152.0660532,128.9180642,124.8714583,79.34568638,136.2846486,94.21974615,136.1148028,151.4550486,138.7610016,62.09411088,10.14542225,55.17645933,81.64585192,164.206095,94.20320548,153.3130537,287.4802347,153.4846856,166.9785425,7.752901536,103.7217767,161.0646536,197.5489474,172.6624913,179.9219065
cra,b0080,12.6018556,9.060707734,6.402598198,6.885344678,49.05756443,6.253387357,9.332881397,72.85339486,22.16817621,14.69476585,65.36820656,64.36039528,9.156431893,5.203845532,26.55441486,56.82570723,8.710526676,58.4440554,24.58303018,53.70000349,68.87747264,20.69837861,40.95551869,8.939076023,24.80723476,31.87302412,24.58820422,355.0221959,77.27435557,95.67916497,65.97550665,37.68232183,6.305574567,77.14687643,87.72592913,69.66018987,56.18552711,62.27604252
fliD,b1924,12.6018556,10.57082569,10.80958137,218.3091428,119.7559069,84.43513804,156.8551495,172.4314612,196.157636,218.7641834,105.9101605,208.9623223,145.0759339,166.0274527,82.27597792,178.5950799,146.0827911,169.9874447,102.1505732,194.2872797,188.2597587,206.4461659,99.13835872,11.65966438,94.76921142,131.7049528,200.2182344,184.8648373,196.5120303,149.5112213,179.7745287,61.8069829,12.14116842,53.19154674,125.8463886,194.6004556,189.1961627,168.2009184
rhmA,b2245,12.6018556,13.5910616,10.18595168,47.33674466,90.07364165,45.63964159,48.38001018,77.94695849,117.4582471,132.4462449,74.73499226,64.60418465,149.0521442,63.96393466,49.89943852,119.4302999,93.6835291,79.41971544,63.65248885,82.30109231,83.99691785,87.9681091,41.62776836,12.63130308,59.92758958,83.40604441,134.3130656,57.9617653,96.90757946,107.3234035,104.9957426,127.7012018,10.62352237,37.50195382,60.1741227,76.36179191,120.7691555,64.46543464
yegU,b2099,12.6018556,5.738448232,10.18595168,104.6189872,141.7817521,79.68025825,141.6402,149.1024988,152.1994187,162.1580302,93.26927034,156.5127794,284.2655901,207.9803597,109.7348005,132.529107,184.9172226,163.5990793,102.6243958,124.4439211,130.848532,136.0447976,71.36188862,11.2710089,67.4533799,98.59785965,142.6115845,71.29041794,148.0043032,136.3638539,142.6414889,64.19951127,10.69206122,71.25371225,98.23349168,88.80762426,129.6131736,167.3668643
truB,b3166,12.59785501,11.88438861,16.0942656,19.11988571,226.0800985,49.77094371,61.88807066,87.32803358,38.70633941,44.1415871,234.4132231,48.74239652,54.66442691,18.81644464,116.1410217,144.2214129,44.58095945,72.98479021,49.79782379,71.26275826,62.33252761,67.03825511,68.1935324,18.18660878,104.6398982,134.9532494,53.6061881,173.357597,99.31278923,224.9927876,127.6602782,98.55444642,10.78779803,251.2630906,75.36431901,139.8269256,170.7224633,48.98266109
cobS,b1992,12.59677421,10.6073608,6.683063918,10.07583201,11.40865166,10.8995045,2.595541612,26.27068922,13.85511013,19.84978452,21.536535400000002,16.4656131,5.059868431,4.920571682,6.888916374,18.21436351,6.618507543,23.32513391,10.27833107,22.39226127,28.23982399,3.05012764,10.33813242,14.69995321,16.56662923,16.89981343,7.307059078,5.518599226,28.22072944,43.58669745,31.35708631,32.04910735,9.998934425,8.6842082,14.19368327,188.1948678,126.0913892,18.84002
yeeO,b1985,12.59677421,7.955520601,11.5970815,96.62464547,169.3092454,13.89686823,33.3712493,403.6512248,38.43675714,121.8846418,10.22985432,70.30816794,4.638212728,16.75337501,266.0547013,7.025540212,10.41802113,160.2855356,15.41749661,204.6841911,157.084021,2.923038988,56.5803193,17.58744402,29.74462975,17.70456646,7.140989553,8.829758761,151.6439196,133.7922104,114.700921,39.40154963,35.55176684,517.7959139,94.23945522,719.894635,1667.096823,127.49874
hybF,b2991,12.59080134,7.100203721,4.276057409,103.9764221,133.5991862,49.79352581,120.9951729,191.4080514,198.3468398,110.606494,231.9144812,191.9948262,190.1839826,141.1961538,94.05267073,308.5029289,137.5823868,190.609259,120.9726739,217.4932064,233.120101,205.6963272,122.1752548,14.84732116,82.72745791,123.4237001,235.5506827,186.6835619,210.8054488,216.0251147,200.1583912,188.6564586,7.25068929,110.2031099,168.0309726,117.8918893,221.8892835,213.5048534
raiA,b2597,12.59080134,18.63803477,16.24901815,193.3399417,167.9230878,171.31344000000001,226.6642906,228.6010851,229.4600695,215.9099369,195.6046382,372.5272746,269.0705863,436.8415301,178.803429,275.1053641,251.7011108,205.5717605,194.3589406,243.5649472,242.444905,344.4860533,171.4100589,12.5631179,124.5007287,232.841874,320.8113593,293.5313883,266.2805669,235.8136748,201.9535337,249.3546235,12.08448215,144.838373,190.2914861,206.3108062,239.3608806,285.9440001
yebY,b1839,12.59080134,13.31288198,11.97296074,152.8734423,238.1550711,155.3083781,253.2832286,200.4795231,129.3143612,175.7582644,193.2620677,287.9922392,334.5036607,343.0505831,190.1724331,259.8217327,245.30193,178.8994751,197.7989218,174.2690045,201.3060636,168.0959233,140.4103674,23.98413418,158.9022459,242.4706733,236.2732309,102.6459456,185.6567286,246.5324782,215.4171026,281.3441969,8.056321434,86.58815778,233.3763508,206.8466784,229.7515022,193.4887734
cyoB,b0431,12.58857051,13.40911968,13.36139143,8.105488589,9.61005623,8.752433431,12.18698368,18.37792717,18.36219415,18.33933801,9.853613638,10.33167627,10.07909535,9.364048347,10.64676731,4.762068533,4.02839995,11.28066022,9.843319838,7.303228605,7.722206604,4.272016122,4.591733186,17.8436179,9.421930149,9.61825297,6.078544764,6.69878159,8.889386397,37.79644786,43.91881064,41.68428194,8.298981718,6.757290517,8.629950323,11.50026987,15.14819046,8.509417833
ygfK,b2878,12.58721647,12.14526619,15.00635365,272.9725892,154.8969256,102.3793728,145.9906907,196.3178867,188.0968678,132.3467299,147.8744805,212.1982377,226.9577126,210.330906,157.8593681,204.2124612,162.1321965,173.8821659,102.6266623,198.2259946,179.1184356,224.5008114,114.8406088,17.26751522,108.92307219999999,154.8522434,210.3517301,164.0215304,196.5612859,195.7257173,156.90206,133.2466139,12.09150121,83.74278085,171.8055905,155.0003923,158.1069602,204.4845612
glk,b2388,12.58620112,13.51133488,8.780525337,164.9554432,409.8008181,229.8035281,138.7912331,155.1221649,166.9497742,357.7936097,345.4273005,243.4865321,122.5403057,248.8607144,117.8242249,395.0011801,358.711842,146.9420285,207.0398652,143.070702,140.0151522,153.6746503,522.0678774,13.34343579,145.573057,206.3966567,236.8790942,83.09433691,152.4084115,85.82212489,285.6785349,60.1122753,8.556714069,62.42561257,125.8425942,264.0884828,287.9395169,247.3504403
uacT,b2888,12.58620112,9.007556584,8.679599759,67.25565717,85.624441,15.39019062,46.45413015,93.56575026,58.7479618,78.6752565,6.911310533,7.270778389,20.06254711,14.07624055,46.22710272,5.611381554,38.76605169,48.21295398,26.9287145,78.86296759,67.32120124,7.700046174,99.42100551,12.39996053,48.91100057,17.14807058,15.51907672,18.27650377,66.3404311,38.7269906,74.14719111,68.92099842,8.937012473,92.15209474,48.98115786,13.40679079,20.00009534,29.02065193
abrB,b0715,12.58019052,14.20549355,10.05669891,9.91371261,11.5567979,9.100617795,7.114100138,11.55637905,10.48065637,17.3222872,6.886754587,4.446187331,3.795304051,4.162579401,6.07689412,2.773533863,1.741897348,6.587452411,3.183707574,3.585798165,4.300128746,1.806188287,17.4722684,32.45663021,16.58820598,14.296472,7.552594535,6.666594365,6.28188157,54.6736937,54.53324073,46.8879575,10.5263111,10.79927323,9.382377429,8.577026484,9.987345634,15.25580883
glpF,b3927,12.57504314,12.19875427,7.2601996,22.26614123,279.0066934,17.01404922,81.19548412,126.1513587,39.69832974,86.36397475,13.25795229,67.18904364,115.200724,60.37629529,89.62161786,29.51944871,85.15221945,99.14560468,57.71117478,120.0964232,120.8489935,50.29465789,72.48780597,12.00421711,89.07100008,131.6370473,71.27091537,68.91595402,117.2138098,67.66354291,104.5002115,83.89191455,11.07315669,143.8334814,181.7203481,179.1523458,260.2710367,112.5118661
lhgO,b2660,12.57504314,8.371694104,9.910748661,20.5999674,39.70561972,28.75613953,14.34779639,52.07410737,26.98962352,36.75062755,53.97880576,54.63936595,13.34944012,9.478872298,25.48680042,98.39816236,43.5461983,41.37641504,37.85605842,37.35100459,32.07857075,19.96884195,29.48656514,15.39002193,50.77157377,32.31949011,29.40412082,59.69480524,36.67915138,79.329671,41.1227684,29.62191449,9.987553097,20.79009024,35.02809691,31.77228221,32.96060167,46.75150601
srlA,b2702,12.57504314,6.996344358,9.334542343,13.63233137,31.06004123,13.65916627,17.11952978,127.618235,31.83727434,57.8822384,9.943464218,107.7341562,53.02694268,30.90936619,331.8506759,1.372997614,35.89327731,142.801229,19.46883005,173.4880201,110.0945418,28.16500842,95.46275464,16.62122369,61.58812645,42.46356365,23.65960715,93.91012044,110.336469,65.49697627,85.45069376,70.13098785,10.74747561,81.14499506,55.73531443,149.4741459,159.4469106,40.45803405
ylcG,b4509,12.57504314,0,14.5203992,432.1449043,356.069751,693.0229626,291.5211357,202.4289244,285.3563108,165.377824,346.6007527,145.9624052,204.6914151,200.2926929,130.3587169,219.6796183,422.9586191,197.2392666,389.3766009,178.0644427,204.8889358,284.332466,101.7286497,8.310611844,147.016818,254.7813819,259.3793969,340.6971811,161.4680034,119.9944603,167.6357559,159.1625256,5.862259426,42.00446803,287.385215,166.3712232,148.3227075,189.5747881
dgoD,b4478,12.56566228,10.03853868,10.9458138,87.49251627,90.84838417,60.16640316,79.95158841,121.2355997,231.5214225,171.8259759,134.9210523,65.25025833,133.2387983,167.8047701,37.53147633,150.6282344,189.9955203,153.5520565,142.4942624,144.5858421,129.470271,158.9888987,75.08295732,16.99733493,46.80967347,36.99762712,174.8490956,111.1327731,145.9676372,195.8447445,115.6812339,168.2167124,9.352063993,109.1837003,86.77719239,42.26814591,73.32596662,114.3328046
ydeR,b1503,12.56435008,8.431491919,5.803220769,5.720710484,16.48301648,7.240385131,3.284154693,9.233462197,14.51487728,16.96435218,6.358405691,5.347403874,4.564590304,2.421233685,3.857340695,3.841124278,3.980442808,5.738723423,6.613773472,4.655668005,10.04963124,3.752141144,1.649843526,8.524972863,8.337102371,8.909765586,5.883606011,6.109877714,7.026848294,34.12937676,31.67144306,42.30123077,12.57361595,7.478068172,6.334500951,9.454317093,8.299008634,10.34844953
folX,b2303,12.56019657,5.853267117,13.69751943,137.6752804,218.4073718,179.2743293,200.6319958,179.4801908,185.9561889,202.7055275,174.3569428,338.8269369,268.4843319,377.9525772,176.7363373,184.5263405,270.8016958,260.486238,182.5748726,186.8115644,212.3988179,253.7067602,81.31956023,17.21647412,128.1019895,249.0610836,264.8108953,170.7938048,204.8819899,291.3088655,190.2702714,255.021774,9.867329227,148.3253191,194.8432893,178.7244584,195.8840385,234.3795531
phnF,b4102,12.56019657,12.54271525,11.68317834,54.80535201,53.48244298,14.79990569,51.67793831,107.6881145,39.84775476,90.6464859,132.4229945,155.9143873,40.04219113,42.98190045,58.18179699,191.9927242,104.5023242,159.9691956,50.77526042,99.2234434,119.3774378,85.17670492,61.84867961,9.146251877,32.02549737,40.82292596,70.7977715,27.9943488,108.7128926,179.0578493,69.34294336,62.98265025,7.969765914,84.5454319,44.98985673,124.1983525,118.5180737,65.10543142
xdhA,b2866,12.55834322,9.943113976,11.52320809,47.73488461,57.80048253,111.102572,40.29958747,87.34634518,85.37544622,57.23190359,170.9423171,19.95641054,26.29309822,31.94870902,44.82953576,217.2454193,83.15535717,110.7012587,97.04127714,134.3058203,100.3984409,86.4756418,92.20719115,19.01985977,94.24357952,84.68181985,99.21650614,91.60434986,111.3097562,139.433138,63.59524822,44.08410923,13.90437628,43.61709882,68.5981997,42.1865942,62.68892577,59.45204867
yceF,b1087,12.55661817,16.60355332,17.49894263,180.0586291,186.1533447,143.47101610000001,118.3643035,245.0134707,184.7348017,162.5414294,243.0867406,250.4529523,315.6781278,236.0144096,120.8453588,196.9019399,215.7344331,192.4407893,169.2647184,180.0955636,216.132924,201.7151079,120.8193105,19.36301529,99.12173403,119.7472495,242.4649123,196.8696598,233.0751527,206.3084243,179.459017,387.9382508,19.78136771,135.2955103,144.4116288,228.3804976,291.6143957,232.9197178
selA,b3591,12.55568501,12.8652937,11.13618054,199.9486947,255.4558652,161.0777635,423.3162153,181.8673658,181.7886002,222.6105901,242.0168166,233.391549,199.2250495,168.6931952,169.7532205,152.7045579,180.8044398,160.3113149,131.5644553,185.0868842,158.0795443,255.4043662,86.46744581,10.66289709,148.5154167,169.0397595,260.6031697,192.9035874,171.7337493,324.933275,142.017439,83.63321827,14.84516126,106.3690731,174.837267,233.6934149,195.5275051,214.741479
cho,b1741,12.550767,12.30542064,14.16299555,15.36861141,49.21662148,17.35083284,86.05372906,67.77860359,51.30135373,42.59844701,52.77906345,50.49158006,22.37434314,16.49056456,24.28134364,135.6020684,89.75067235,77.66962471,63.59316687,76.36553817,80.06508014,69.21179273,29.02832798,15.83508473,73.18623919,46.86055089,64.8389284,113.51162,86.31628513,62.87547567,49.0874445,46.43808655,11.1699808,15.15824629,31.80419916,31.98939931,45.75669625,108.2916297
pspD,b1307,12.550767,10.93815168,10.53990367,41.5601886,157.8185879,56.61850715,53.43408447,142.5446921,41.93979283,107.3714281,12.63088698,77.2548766,91.38152776,38.47798396,121.804773,22.67301466,145.408412,99.21668189,111.288042,103.5823217,114.0768952,106.4796811,58.05665596,22.87290016,56.78242696,136.1990112,123.5557262,75.82853639,96.85655757,120.6701048,206.0289924,101.0897122,4.964435911,72.75958222,96.24227225,133.7363274,129.1953776,132.1524973
yjiR,b4340,12.54834454,12.2444596,12.83361943,12.65115083,11.50296359,11.1910836,8.590400386,11.19777836,18.82647661,17.41948535,11.05633601,6.762437788,8.88073157,6.168748242,11.88248552,7.124429234,3.87211576,8.660101982,9.436211833,8.801288305,9.8244095,5.888710688,7.650229852,14.65090878,9.714228834,8.898415566,12.94143488,13.51178052,11.27876287,29.13665912,32.80422863,29.77961268,12.08961357,12.57458597,8.863956255,11.28403549,8.880467837,13.61117724
fpr,b3924,12.54618475,11.78377184,10.18010776,127.8865977,163.1896341,308.0313781,117.0689038,141.6242523,172.715911,93.64768347,323.8956537,281.0871924,283.894519,240.3730791,184.7805615,365.4158711,212.8948337,178.1078499,193.9790229,174.0210171,178.3013557,267.5864321,76.52888643,14.11802735,95.25055753,224.8266632,220.6470399,154.7246784,221.8113558,146.4671338,198.0712676,221.5651022,13.27837075,89.37642924,134.462845,179.5882142,209.9749172,183.7161491
yahD,b0318,12.53947018,10.51849487,10.61817028,58.04538717,159.7355433,32.7848462,68.73963388,84.98442038,79.56399877,73.53764187,98.49233369,221.5586815,124.932549,65.30139166,16.6237149,129.0617757,207.0546811,72.69341049,164.6933597,73.95597769,77.38989956,60.22743785,29.50116245,10.31283846,48.99904918,35.56848994,105.2058659,54.54124502,78.89550461,44.20587998,83.58076939,64.80751353,5.455964219,11.55028351,9.726088285,77.42027219,87.75585367,168.3672246
